user_name,quality_grade,scientific_name,common_name,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name
,needs_id,Astereae,asters and allies,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,
Sarah Paroski,needs_id,Plantae,plants,Plantae,,,,,
Jean Suplick,research,Berchemia scandens,Supplejack,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Berchemia
Sarah Paroski,research,Ambrosia trifida,giant ragweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ambrosia
Jean Suplick,research,Gaillardia pulchella,Indian blanket,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gaillardia
,research,Sideroxylon lanuginosum,Gum bumelia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Sideroxylon
Sarah Paroski,needs_id,Mimosoideae,"Acacias, Mimosas, mesquites, and allies",Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,
Sarah Paroski,research,Amblyomma maculatum,Gulf Coast Tick,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Amblyomma
Karen Burkwall Johnson,research,Xylocopa virginica,Eastern Carpenter Bee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa
,research,Gleditsia triacanthos,honey locust,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Gleditsia
,needs_id,Rudbeckiinae,"black-eyed Susans, coneflowers, and prairie coneflowers",Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,
,needs_id,Sideroxylon lanuginosum,Gum bumelia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Sideroxylon
Jean Suplick,research,Frangula caroliniana,Carolina buckthorn,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Frangula
Jean Suplick,needs_id,Rhus aromatica,fragrant sumac,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Rhus
Sarah Paroski,research,Phalaris caroliniana,Carolina canarygrass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Phalaris
Jean Suplick,research,Ligustrum sinense,Chinese privet,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Ligustrum
,research,Papilio glaucus,Eastern Tiger Swallowtail,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio
,needs_id,Cyclospermum leptophyllum,Marsh parsley,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Cyclospermum
Sarah Paroski,research,Helianthus annuus,Common Sunflower,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus
,research,Eryngium leavenworthii,Leavenworth's eryngo,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Eryngium
,needs_id,Cirsium altissimum,Tall Thistle,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium
,research,Populus deltoides,Eastern Cottonwood,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus
,research,Euodynerus pratensis,,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Euodynerus
,needs_id,Ulmus,elms,Plantae,Tracheophyta,Magnoliopsida,Rosales,Ulmaceae,Ulmus
Jean Suplick,research,Maclura pomifera,Osage-orange,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Maclura
Jean Suplick,research,Diospyros virginiana,common persimmon,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros
,research,Chamaecrista fasciculata,partridge pea,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Chamaecrista
Karen C.,research,Euphorbia bicolor,snow-on-the-prairie,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia
,needs_id,Iva,Marsh elders,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Iva
Sarah Paroski,research,Panicum virgatum,switchgrass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum
,research,Bombus pensylvanicus,American Bumble Bee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus
,research,Euphorbia bicolor,snow-on-the-prairie,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia
,research,Sorghum halepense,Johnson grass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Sorghum
Bobbie Gaudette,research,Leptoglossus clypealis,Western Leaf-footed Bug,Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Leptoglossus
,needs_id,Solidago altissima,tall goldenrod,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Solidago
,research,Salix nigra,black willow,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix
,research,Plectocephalus americanus,American basketflower,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Plectocephalus
,needs_id,Paraidemona,,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Paraidemona
Veronica Weber,research,Quercus stellata,post oak,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus
,needs_id,Astereae,asters and allies,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,
Tasha Patterson,research,Helianthus maximiliani,Maximilian sunflower,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus
Jean Suplick,needs_id,Physalis cinerascens,smallflower groundcherry,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Physalis
Jean Suplick,needs_id,Lactuca,wild lettuces,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Lactuca
Sarah Paroski,research,Elymus virginicus,Virginia wildrye,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus
,research,Neltuma glandulosa,honey mesquite,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Neltuma
Sarah Paroski,needs_id,Bothriochloa,Bluestems,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bothriochloa
Cyrus Allen,needs_id,Hypomecis umbrosaria,Umber Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Hypomecis
,research,Maclura pomifera,Osage-orange,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Maclura
,research,Teminius affinis,,Animalia,Arthropoda,Arachnida,Araneae,Miturgidae,Teminius
,needs_id,Plantae,plants,Plantae,,,,,
,needs_id,Phalaris caroliniana,Carolina canarygrass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Phalaris
,research,Argiope aurantia,Yellow Garden Spider,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope
"",research,Cotinis nitida,Common Green June Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Cotinis
,needs_id,Astereae,asters and allies,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,
,research,Argiope aurantia,Yellow Garden Spider,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope
,research,Amblyomma maculatum,Gulf Coast Tick,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Amblyomma
,needs_id,Elymus canadensis,Canada wild rye,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus
,needs_id,Orgyia,,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Orgyia
,needs_id,Odontophotopsis,,Animalia,Arthropoda,Insecta,Hymenoptera,Mutillidae,Odontophotopsis
,research,Bothriochloa ischaemum,King Ranch bluestem,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bothriochloa
Sarah Paroski,research,Nassella leucotricha,Texas winter grass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Nassella
,needs_id,Chloris verticillata,tumble windmillgrass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Chloris
,needs_id,Poaceae,grasses,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,
,needs_id,Bromus japonicus,Japanese brome,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bromus
Mallory Hall,needs_id,Sarcophagidae,Flesh Flies and Satellite Flies,Animalia,Arthropoda,Insecta,Diptera,Sarcophagidae,
Mallory Hall,research,Polistes exclamans,Guinea Paper Wasp,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes
Sarah Paroski,research,Euphorbia bicolor,snow-on-the-prairie,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia
,research,Maclura pomifera,Osage-orange,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Maclura
Sarah Paroski,research,Eryngium yuccifolium,rattlesnake master,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Eryngium
,research,Pistacia chinensis,Chinese pistache,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Pistacia
,needs_id,Rosales,"roses, elms, figs, and allies",Plantae,Tracheophyta,Magnoliopsida,Rosales,,
MSchrieb,research,Aphonopelma hentzi,Texas Brown Tarantula,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae,Aphonopelma
Jordan Michel,needs_id,Euptilon ornatum,,Animalia,Arthropoda,Insecta,Neuroptera,Myrmeleontidae,Euptilon
Chris Acree,research,Leptoglossus phyllopus,Eastern Leaf-footed Bug,Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Leptoglossus
Paige M,research,Agelenopsis,Grass Spiders,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelenopsis
Paige M,research,Agelenopsis,Grass Spiders,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelenopsis
Sarah Paroski,needs_id,Poales,"grasses, sedges, cattails, and allies",Plantae,Tracheophyta,Liliopsida,Poales,,
Sarah Paroski,needs_id,Insecta,Insects,Animalia,Arthropoda,Insecta,,,
,research,Euphorbia bicolor,snow-on-the-prairie,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia
,needs_id,Bothriochloa,Bluestems,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bothriochloa
Deeterphoto,research,Ludwigia octovalvis,Mexican Primrose-willow,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Ludwigia
,needs_id,Symphyotrichum,American asters,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Symphyotrichum
Sarah Paroski,needs_id,Gutierreziinae,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,
,research,Sericoplaga externalis,Falcate Sericoplaga,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Sericoplaga
Sarah Paroski,needs_id,Mimosoideae,"Acacias, Mimosas, mesquites, and allies",Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,
Sarah Paroski,research,Ambrosia psilostachya,western ragweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ambrosia
Sarah Paroski,needs_id,Oenothera,"evening primroses, sundrops, and beeblossoms",Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera
Sarah Paroski,research,Argiope trifasciata,Banded Garden Spider,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope
Sarah Paroski,research,Brickellia eupatorioides,False Boneset,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Brickellia
,needs_id,Amphiachyris dracunculoides,prairie broomweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Amphiachyris
Sarah Paroski,research,Croton monanthogynus,Prairie Tea,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Croton
Paige M,needs_id,Opiliones,Harvestmen,Animalia,Arthropoda,Arachnida,Opiliones,,
Sarah Paroski,research,Silene antirrhina,sleepy catchfly,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene
Paige M,research,Asterocampa celtis,Hackberry Emperor,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Asterocampa
Sarah Paroski,research,Monarda citriodora,lemon beebalm,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Monarda
Sarah Paroski,research,Rudbeckia hirta,black-eyed Susan,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Rudbeckia
,needs_id,Digitaria,"crabgrasses, cottontops, and allies",Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Digitaria
Sarah Paroski,needs_id,Oenothera speciosa,Pinkladies,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera
Mallory Hall,needs_id,Isodontia auripes,Brown-legged Grass-carrying Wasp,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Isodontia
Sarah Paroski,research,Rudbeckia amplexicaulis,clasping coneflower,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Rudbeckia
Sarah Paroski,research,Bromus japonicus,Japanese brome,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bromus
Sarah Paroski,research,Polytaenia texana,Texas Prairie Parsley,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Polytaenia
Sarah Paroski,research,Sorghum halepense,Johnson grass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Sorghum
Ecologist Steve,research,Cotinis nitida,Common Green June Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Cotinis
Sarah Paroski,research,Euphorbia bicolor,snow-on-the-prairie,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia
"",research,Melia azedarach,Chinaberry,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Melia
Paige M,needs_id,Eumeninae,Potter and Mason Wasps,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,
Sarah Paroski,research,Bothriochloa longipaniculata,Longspike Beardgrass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bothriochloa
,needs_id,Sarcophagidae,Flesh Flies and Satellite Flies,Animalia,Arthropoda,Insecta,Diptera,Sarcophagidae,
Sarah Paroski,needs_id,Acaciella angustissima,prairie acacia,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acaciella
Sarah Paroski,research,Nassella leucotricha,Texas winter grass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Nassella
Sarah Paroski,needs_id,Angiospermae,flowering plants,Plantae,Tracheophyta,,,,
Sarah Paroski,research,Phalaris caroliniana,Carolina canarygrass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Phalaris
Paige M,needs_id,Agelenidae,Funnel Weavers,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,
,research,Polistes exclamans,Guinea Paper Wasp,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes
Sarah Paroski,research,Gaillardia pulchella,Indian blanket,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gaillardia
Sarah Paroski,research,Nassella leucotricha,Texas winter grass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Nassella
,research,Parthenium hysterophorus,Santa Maria feverfew,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Parthenium
Sarah Paroski,needs_id,Oenothera,"evening primroses, sundrops, and beeblossoms",Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera
Sarah Paroski,research,Bromus japonicus,Japanese brome,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bromus
Sarah Paroski,needs_id,Plantae,plants,Plantae,,,,,
,research,Polistes exclamans,Guinea Paper Wasp,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes
,research,Euphorbia hypericifolia,graceful spurge,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia
Sarah Paroski,research,Solanum dimidiatum,western horsenettle,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum
Mallory Hall,research,Leptotes marina,Marine Blue,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Leptotes
Sarah Paroski,needs_id,Asteraceae,"sunflowers, daisies, asters, and allies",Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,
Mallory Hall,research,Strymon melinus,Gray Hairstreak,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Strymon
Sarah Paroski,research,Monarda citriodora,lemon beebalm,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Monarda
Abbie Moss,needs_id,Agelenopsis,Grass Spiders,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelenopsis
Karen Burkwall Johnson,needs_id,Eragrostis,Lovegrasses,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Eragrostis
Sarah Paroski,research,Polytaenia texana,Texas Prairie Parsley,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Polytaenia
Mallory Hall,research,Apis mellifera,Western Honey Bee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis
,research,Periplaneta americana,American Cockroach,Animalia,Arthropoda,Insecta,Blattodea,Blattidae,Periplaneta
Sarah Paroski,research,Brickellia eupatorioides texana,Texas false boneset,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Brickellia
,needs_id,Erynnis,Duskywings,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Erynnis
Sarah Paroski,needs_id,Plantae,plants,Plantae,,,,,
RandyB,research,Diospyros virginiana,common persimmon,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros
Sarah Paroski,research,Smilax bona-nox,saw greenbrier,Plantae,Tracheophyta,Liliopsida,Liliales,Smilacaceae,Smilax
Sarah Paroski,needs_id,Triodanis,Venus' Looking-Glasses,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Triodanis
Sarah Paroski,research,Melanoplus bivittatus,Two-striped Grasshopper,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Melanoplus
Sarah Paroski,needs_id,Angiospermae,flowering plants,Plantae,Tracheophyta,,,,
Casey Kell,needs_id,Physostegia virginiana,obedient plant,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Physostegia
Casey Kell,research,Malvaviscus arboreus,Turk's cap,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Malvaviscus
RandyB,research,Camponotus pennsylvanicus,Eastern Black Carpenter Ant,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus
,research,Desmanthus illinoensis,Illinois bundleflower,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Desmanthus
,research,Nekemias arborea,peppervine,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,Nekemias
,needs_id,Euborellia annulipes,Ring-legged Earwig,Animalia,Arthropoda,Insecta,Dermaptera,Anisolabididae,Euborellia
Colt Guychen Hamilton,research,Battus philenor,Pipevine Swallowtail,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Battus
Bob O'Kennon,research,Broussonetia papyrifera,Paper mulberry,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Broussonetia
,research,Taxodium distichum,baldcypress,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Taxodium
Cyrus Allen,needs_id,Corticariinae,,Animalia,Arthropoda,Insecta,Coleoptera,Latridiidae,
,research,Euphorbia bicolor,snow-on-the-prairie,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia
,needs_id,Stagmomantis carolina,Carolina Mantis,Animalia,Arthropoda,Insecta,Mantodea,Mantidae,Stagmomantis
Paige51066,research,Dalea hallii,Hall's Dalea,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dalea
kate morgan,research,Danaus plexippus,Monarch,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus
,needs_id,Plantae,plants,Plantae,,,,,
Cyrus Allen,research,Labarrus cincticulus,,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Labarrus
Bob O'Kennon,research,Malvaviscus arboreus,Turk's cap,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Malvaviscus
Cyrus Allen,needs_id,Elaphropus,,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Elaphropus
Cyrus Allen,needs_id,Monocrepidius bellus,,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Monocrepidius
Bob O'Kennon,research,Oplismenus hirtellus,Basket Grass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Oplismenus
,research,Anasaitis canosus,Twin-flagged Jumping Spider,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Anasaitis
Cyrus Allen,needs_id,Notoxus monodon,,Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Notoxus
terrilw,research,Panicum virgatum,switchgrass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum
Bob O'Kennon,research,Firmiana simplex,Chinese parasol tree,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Firmiana
Bob Hurst,research,Sesbania drummondii,Rattlebush,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania
Cyrus Allen,research,Ahasverus rectus,,Animalia,Arthropoda,Insecta,Coleoptera,Silvanidae,Ahasverus
Cyrus Allen,needs_id,Ischyropalpus subtilissimus,,Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Ischyropalpus
Daisy Davis,research,Cardiospermum halicacabum,Lesser Balloon Vine,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Cardiospermum
Cyrus Allen,needs_id,Hydroptilidae,Microcaddisflies,Animalia,Arthropoda,Insecta,Trichoptera,Hydroptilidae,
Cyrus Allen,needs_id,Texananus,,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Texananus
Cyrus Allen,needs_id,Acinopterus angulatus,Angulate Leafhopper,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Acinopterus
Daisy Davis,research,Ceratomia hageni,Hagen's Sphinx,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Ceratomia
,research,Photinia serratifolia,Chinese Photinia,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Photinia
,research,Apis mellifera,Western Honey Bee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis
Cyrus Allen,research,Trichocorixa,,Animalia,Arthropoda,Insecta,Hemiptera,Corixidae,Trichocorixa
Daisy Davis,research,Megatibicen resh,Resh Cicada,Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,Megatibicen
,research,Polistes exclamans,Guinea Paper Wasp,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes
Cyrus Allen,needs_id,Nysius,False chinch bugs,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Nysius
Daisy Davis,needs_id,Notodontidae,Prominent Moths,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,
,research,Monarda citriodora,lemon beebalm,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Monarda
Cyrus Allen,needs_id,Pentariini,,Animalia,Arthropoda,Insecta,Coleoptera,Scraptiidae,
,needs_id,Cirsium vulgare,Bull Thistle,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium
,research,Gleditsia triacanthos,honey locust,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Gleditsia
Preston Woody,research,Scarites subterraneus,Big-headed Ground Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Scarites
,research,Euphorbia bicolor,snow-on-the-prairie,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia
Cyrus Allen,needs_id,Melanoliarus aridus,,Animalia,Arthropoda,Insecta,Hemiptera,Cixiidae,Melanoliarus
,research,Helianthus annuus,Common Sunflower,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus
,research,Desmanthus illinoensis,Illinois bundleflower,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Desmanthus
,needs_id,Gutierrezia texana,Texas Snakeweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gutierrezia
Cyrus Allen,research,Norvellina helenae,,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Norvellina
James Dickey,needs_id,Lepidoptera,Butterflies and Moths,Animalia,Arthropoda,Insecta,Lepidoptera,,
